Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational Option Type","NSLP Provision Status","Charter School (Y/N)","Charter School Number","Charter Funding Type",IRC,Low Grade,High Grade,"Enrollment (K-12)","Free Meal Count (K-12)","Percent (%) Eligible Free (K-12)","FRPM Count (K-12)","Percent (%) Eligible FRPM (K-12)","Enrollment (Ages 5-17)","Free Meal Count (Ages 5-17)","Percent (%) Eligible Free (Ages 5-17)","FRPM Count (Ages 5-17)","Percent (%) Eligible FRPM (Ages 5-17)","2013-14 CALPADS Fall 1 Certification Status"
2014-2015,37,68338,0107086,San Diego,San Diego Unified,Kearny SCT,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,345.0,181.0,0.5246376811594203,237.0,0.6869565217391305,336.0,178.0,0.5297619047619048,233.0,0.6934523809523809,Y
2014-2015,37,68338,0107094,San Diego,San Diego Unified,Kearny International Business,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,428.0,230.0,0.5373831775700935,297.0,0.6939252336448598,415.0,223.0,0.5373493975903615,288.0,0.6939759036144578,Y
2014-2015,37,68338,0107102,San Diego,San Diego Unified,"Kearny Eng, Innov & Design",Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,322.0,188.0,0.5838509316770186,237.0,0.7360248447204969,320.0,188.0,0.5875,237.0,0.740625,Y
2014-2015,37,68338,0107177,San Diego,San Diego Unified,Crawford High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,9,12,1161.0,1007.0,0.8673557278208441,1103.0,0.9500430663221361,1103.0,953.0,0.8640072529465095,1045.0,0.9474161378059837,Y
2014-2015,37,68338,0107219,San Diego,San Diego Unified,San Diego Science and Technology,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,567.0,376.0,0.6631393298059964,450.0,0.7936507936507936,550.0,363.0,0.66,435.0,0.7909090909090909,Y
2014-2015,37,68338,0107482,San Diego,San Diego Unified,San Diego Metro Career and Tech,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,117.0,32.0,0.27350427350427353,48.0,0.41025641025641024,116.0,32.0,0.27586206896551724,48.0,0.41379310344827586,Y
2014-2015,37,68338,0107573,San Diego,San Diego Unified,High Tech Middle Media Arts,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,0660,Directly funded,Y,6,8,316.0,100.0,0.31645569620253167,147.0,0.4651898734177215,316.0,100.0,0.31645569620253167,147.0,0.4651898734177215,Y
2014-2015,37,68338,0108266,San Diego,San Diego Unified,Golden Hill K-8,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,422.0,325.0,0.7701421800947867,385.0,0.9123222748815166,418.0,322.0,0.7703349282296651,381.0,0.9114832535885168,Y
2014-2015,37,68338,0108274,San Diego,San Diego Unified,Porter Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,6,1064.0,902.0,0.8477443609022557,1009.0,0.9483082706766918,1040.0,880.0,0.8461538461538461,985.0,0.9471153846153846,Y
2014-2015,37,68338,0108282,San Diego,San Diego Unified,Cherokee Point Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,476.0,411.0,0.8634453781512605,448.0,0.9411764705882353,465.0,402.0,0.864516129032258,437.0,0.9397849462365592,Y
2014-2015,37,68338,0108290,San Diego,San Diego Unified,Ibarra Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,521.0,463.0,0.8886756238003839,505.0,0.9692898272552783,515.0,457.0,0.887378640776699,499.0,0.9689320388349515,Y
2014-2015,37,68338,0108548,San Diego,San Diego Unified,Iftin Charter,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,0680,Directly funded,N,K,8,476.0,454.0,0.9537815126050421,466.0,0.9789915966386554,474.0,452.0,0.9535864978902954,464.0,0.9789029535864979,Y
2014-2015,37,68338,0108787,San Diego,San Diego Unified,High Tech High Media Arts,Unified School District,High Schools (Public),Traditional,,Y,0622,Directly funded,Y,9,12,400.0,128.0,0.32,196.0,0.49,383.0,123.0,0.32114882506527415,189.0,0.4934725848563969,Y
2014-2015,37,68338,0109033,San Diego,San Diego Unified,King-Chavez Arts Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,0704,Directly funded,N,3,5,188.0,175.0,0.9308510638297872,180.0,0.9574468085106383,188.0,175.0,0.9308510638297872,180.0,0.9574468085106383,Y
2014-2015,37,68338,0109041,San Diego,San Diego Unified,King-Chavez Athletics Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,0706,Directly funded,N,3,5,185.0,170.0,0.918918918918919,178.0,0.9621621621621622,185.0,170.0,0.918918918918919,178.0,0.9621621621621622,Y
2014-2015,37,68338,0109157,San Diego,San Diego Unified,Magnolia Science Academy San Diego,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,0698,Directly funded,Y,6,8,371.0,49.0,0.1320754716981132,78.0,0.21024258760107817,371.0,49.0,0.1320754716981132,78.0,0.21024258760107817,Y
2014-2015,37,68338,0111864,San Diego,San Diego Unified,Normal Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,316.0,248.0,0.7848101265822784,294.0,0.930379746835443,305.0,239.0,0.7836065573770492,284.0,0.9311475409836065,Y
2014-2015,37,68338,0111898,San Diego,San Diego Unified,Albert Einstein Academy Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,0773,Directly funded,N,6,8,477.0,188.0,0.3941299790356394,246.0,0.5157232704402516,477.0,188.0,0.3941299790356394,246.0,0.5157232704402516,Y
2014-2015,37,68338,0111906,San Diego,San Diego Unified,King-Chavez Preparatory Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,Y,0772,Directly funded,N,6,8,355.0,340.0,0.9577464788732394,355.0,1.0,355.0,340.0,0.9577464788732394,355.0,1.0,Y
2014-2015,37,68338,0114025,San Diego,San Diego Unified,Lincoln High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,9,12,1516.0,1121.0,0.7394459102902374,1269.0,0.8370712401055409,1433.0,1063.0,0.7418004187020237,1202.0,0.8387997208653175,Y
2014-2015,37,68338,0114033,San Diego,San Diego Unified,Rodriguez Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,602.0,531.0,0.8820598006644518,582.0,0.9667774086378738,592.0,522.0,0.8817567567567568,573.0,0.9679054054054054,Y
2014-2015,37,68338,0114041,San Diego,San Diego Unified,Joyner Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,721.0,570.0,0.7905686546463245,662.0,0.9181692094313454,703.0,557.0,0.7923186344238976,645.0,0.9174964438122333,Y
2014-2015,37,68338,0114462,San Diego,San Diego Unified,Health Sciences High,Unified School District,High Schools (Public),Traditional,,Y,0876,Directly funded,Y,10,12,569.0,349.0,0.6133567662565905,421.0,0.7398945518453427,562.0,344.0,0.6120996441281139,415.0,0.7384341637010676,Y
2014-2015,37,68338,0114520,San Diego,San Diego Unified,Arroyo Paseo Charter High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,Y,0881,Directly funded,N,9,12,140.0,86.0,0.6142857142857143,90.0,0.6428571428571429,132.0,83.0,0.6287878787878788,87.0,0.6590909090909091,Y
2014-2015,37,68338,0116939,San Diego,San Diego Unified,Innovation Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,434.0,219.0,0.5046082949308756,272.0,0.6267281105990783,434.0,219.0,0.5046082949308756,272.0,0.6267281105990783,Y
2014-2015,37,68338,0117325,San Diego,San Diego Unified,Millennial Tech Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,N,,,N,6,8,467.0,340.0,0.728051391862955,401.0,0.8586723768736617,467.0,340.0,0.728051391862955,401.0,0.8586723768736617,Y
2014-2015,37,68338,0117333,San Diego,San Diego Unified,Memorial Scholars & Athletes,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,N,,,N,6,8,413.0,375.0,0.9079903147699758,398.0,0.9636803874092009,413.0,375.0,0.9079903147699758,398.0,0.9636803874092009,Y
2014-2015,37,68338,0118000,San Diego,San Diego Unified,Urban Discovery Academy Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1008,Directly funded,N,K,8,351.0,64.0,0.18233618233618235,87.0,0.24786324786324787,351.0,64.0,0.18233618233618235,87.0,0.24786324786324787,Y
2014-2015,37,68338,0118083,San Diego,San Diego Unified,Innovations Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1024,Directly funded,N,K,8,350.0,60.0,0.17142857142857143,92.0,0.26285714285714284,350.0,60.0,0.17142857142857143,92.0,0.26285714285714284,Y
2014-2015,37,68338,0118315,San Diego,San Diego Unified,San Diego Early/Middle College,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Provision 2                                       ,N,,,N,9,12,110.0,78.0,0.7090909090909091,95.0,0.8636363636363636,109.0,78.0,0.7155963302752294,94.0,0.8623853211009175,Y
2014-2015,37,68338,0118851,San Diego,San Diego Unified,King-Chavez Community High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,Y,1015,Directly funded,N,9,12,614.0,382.0,0.6221498371335505,389.0,0.6335504885993485,590.0,370.0,0.6271186440677966,377.0,0.6389830508474577,Y
2014-2015,37,68338,0119610,San Diego,San Diego Unified,Gompers Preparatory Academy,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,Y,1080,Directly funded,N,6,12,1143.0,912.0,0.7979002624671916,1059.0,0.926509186351706,1129.0,900.0,0.7971656333038086,1046.0,0.9264836138175376,Y
2014-2015,37,68338,0120410,San Diego,San Diego Unified,iHigh Virtual Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,40.0,10.0,0.25,14.0,0.35,38.0,9.0,0.23684210526315788,12.0,0.3157894736842105,Y
2014-2015,37,68338,0121145,San Diego,San Diego Unified,Evangeline Roberts Institute of Learning,Unified School District,Elementary Schools (Public),Traditional,,Y,1151,Directly funded,N,K,6,164.0,129.0,0.7865853658536586,138.0,0.8414634146341463,163.0,128.0,0.7852760736196319,137.0,0.8404907975460123,Y
2014-2015,37,68338,0121681,San Diego,San Diego Unified,San Diego Global Vision Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,1190,Directly funded,N,K,5,228.0,104.0,0.45614035087719296,153.0,0.6710526315789473,220.0,102.0,0.4636363636363636,149.0,0.6772727272727272,Y
2014-2015,37,68338,0122788,San Diego,San Diego Unified,Coleman Tech Charter High,Unified School District,High Schools (Public),Traditional,,Y,1253,Directly funded,N,9,12,221.0,81.0,0.3665158371040724,85.0,0.38461538461538464,213.0,78.0,0.36619718309859156,81.0,0.38028169014084506,Y
2014-2015,37,68338,0123778,San Diego,San Diego Unified,Old Town Academy K-8 Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1279,Directly funded,N,K,8,251.0,12.0,0.04780876494023904,15.0,0.05976095617529881,251.0,12.0,0.04780876494023904,15.0,0.05976095617529881,Y
2014-2015,37,68338,0124115,San Diego,San Diego Unified,Knox Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2                                       ,N,,,N,6,8,580.0,473.0,0.8155172413793104,520.0,0.896551724137931,580.0,473.0,0.8155172413793104,520.0,0.896551724137931,Y
2014-2015,37,68338,0124206,San Diego,San Diego Unified,America's Finest Charter,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,1301,Directly funded,N,K,8,255.0,233.0,0.9137254901960784,242.0,0.9490196078431372,253.0,231.0,0.9130434782608695,240.0,0.9486166007905138,Y
2014-2015,37,68338,0124347,San Diego,San Diego Unified,City Heights Preparatory Charter,Unified School District,K-12 Schools (Public),Traditional,Provision 2                                       ,Y,1312,Directly funded,N,6,12,114.0,113.0,0.9912280701754386,114.0,1.0,114.0,113.0,0.9912280701754386,114.0,1.0,Y
2014-2015,37,68338,0125583,San Diego,San Diego Unified,San Diego Global Vision Academy Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1384,Directly funded,N,6,8,86.0,43.0,0.5,61.0,0.7093023255813954,86.0,43.0,0.5,61.0,0.7093023255813954,Y
2014-2015,37,68338,0126151,San Diego,San Diego Unified,Epiphany Prep Charter,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,Y,1426,Directly funded,N,K,8,254.0,171.0,0.6732283464566929,198.0,0.7795275590551181,254.0,171.0,0.6732283464566929,198.0,0.7795275590551181,Y
2014-2015,37,68338,0126730,San Diego,San Diego Unified,Kavod Elementary Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1447,Directly funded,N,K,5,92.0,16.0,0.17391304347826086,25.0,0.2717391304347826,91.0,16.0,0.17582417582417584,25.0,0.27472527472527475,Y
2014-2015,37,68338,0126938,San Diego,San Diego Unified,Home & Hosp/Transition Support,Unified School District,K-12 Schools (Public),Home and Hospital,,N,,,N,K,12,86.0,62.0,0.7209302325581395,64.0,0.7441860465116279,79.0,55.0,0.6962025316455697,57.0,0.7215189873417721,Y
2014-2015,37,68338,0127647,San Diego,San Diego Unified,e3 Civic High,Unified School District,High Schools (Public),Traditional,,Y,1302,Directly funded,N,9,12,343.0,206.0,0.6005830903790087,244.0,0.7113702623906706,343.0,206.0,0.6005830903790087,244.0,0.7113702623906706,Y
2014-2015,37,68338,0127654,San Diego,San Diego Unified,San Diego Cooperative Charter School 2,Unified School District,Elementary Schools (Public),Traditional,,Y,1510,Directly funded,N,K,8,157.0,46.0,0.2929936305732484,57.0,0.3630573248407643,145.0,45.0,0.3103448275862069,55.0,0.3793103448275862,Y
2014-2015,37,68338,0128066,San Diego,San Diego Unified,Health Sciences Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1517,Directly funded,Y,6,9,150.0,61.0,0.4066666666666667,79.0,0.5266666666666666,150.0,61.0,0.4066666666666667,79.0,0.5266666666666666,Y
2014-2015,37,68338,0128744,San Diego,San Diego Unified,Laurel Preparatory Academy,Unified School District,K-12 Schools (Public),Traditional,,Y,1600,Directly funded,Y,6,12,141.0,58.0,0.41134751773049644,76.0,0.5390070921985816,110.0,44.0,0.4,57.0,0.5181818181818182,Y
2014-2015,37,68338,0129387,San Diego,San Diego Unified,Empower Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,1634,Directly funded,Y,K,6,68.0,39.0,0.5735294117647058,51.0,0.75,58.0,33.0,0.5689655172413793,44.0,0.7586206896551724,Y
2014-2015,37,68338,0129395,San Diego,San Diego Unified,Elevate Elementary,Unified School District,Elementary Schools (Public),Traditional,,Y,1633,Directly funded,Y,K,5,165.0,27.0,0.16363636363636364,84.0,0.509090909090909,165.0,27.0,0.16363636363636364,84.0,0.509090909090909,Y
2014-2015,37,68338,3730116,San Diego,San Diego Unified,John Muir,Unified School District,K-12 Schools (Public),Traditional,,N,,,N,K,12,340.0,140.0,0.4117647058823529,185.0,0.5441176470588235,338.0,140.0,0.41420118343195267,184.0,0.5443786982248521,Y
2014-2015,37,68338,3730173,San Diego,San Diego Unified,Serra High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1796.0,650.0,0.3619153674832962,1030.0,0.5734966592427617,1765.0,636.0,0.3603399433427762,1011.0,0.5728045325779036,Y
2014-2015,37,68338,3730181,San Diego,San Diego Unified,Mira Mesa High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,2453.0,732.0,0.2984101100693029,1104.0,0.45006114961271915,2386.0,701.0,0.29379715004191115,1063.0,0.44551550712489524,Y
2014-2015,37,68338,3730231,San Diego,San Diego Unified,Twain High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,7,12,214.0,148.0,0.6915887850467289,171.0,0.7990654205607477,170.0,117.0,0.6882352941176471,139.0,0.8176470588235294,Y
2014-2015,37,68338,3730314,San Diego,San Diego Unified,University City High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1758.0,480.0,0.27303754266211605,682.0,0.38794084186575656,1733.0,469.0,0.2706289671090594,669.0,0.38603577611079054,Y
2014-2015,37,68338,3730363,San Diego,San Diego Unified,Whittier K-12,Unified School District,K-12 Schools (Public),Opportunity School,,N,,,N,K,12,41.0,20.0,0.4878048780487805,29.0,0.7073170731707317,41.0,20.0,0.4878048780487805,29.0,0.7073170731707317,Y
2014-2015,37,68338,3730371,San Diego,San Diego Unified,San Diego SCPA,Unified School District,High Schools (Public),Traditional,,N,,,N,6,12,1375.0,521.0,0.3789090909090909,761.0,0.5534545454545454,1359.0,518.0,0.3811626195732156,758.0,0.5577630610743194,Y
2014-2015,37,68338,3730751,San Diego,San Diego Unified,Mt. Everest Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,K,12,282.0,34.0,0.12056737588652482,57.0,0.20212765957446807,279.0,34.0,0.12186379928315412,57.0,0.20430107526881722,Y
2014-2015,37,68338,3730884,San Diego,San Diego Unified,Scripps Ranch High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,2232.0,274.0,0.12275985663082438,384.0,0.17204301075268819,2184.0,266.0,0.12179487179487179,374.0,0.17124542124542125,Y
2014-2015,37,68338,3730959,San Diego,San Diego Unified,Charter School of San Diego,Unified School District,High Schools (Public),Traditional,,Y,0028,Directly funded,Y,7,12,2187.0,1269.0,0.5802469135802469,1537.0,0.7027892089620484,1690.0,986.0,0.5834319526627219,1192.0,0.7053254437869823,Y
2014-2015,37,68338,3731056,San Diego,San Diego Unified,TRACE,Unified School District,Special Education Schools (Public),Special Education School,,N,,,N,9,12,485.0,249.0,0.51340206185567,302.0,0.622680412371134,7.0,3.0,0.42857142857142855,4.0,0.5714285714285714,Y
2014-2015,37,68338,3731130,San Diego,San Diego Unified,ALBA,Unified School District,District Community Day Schools,Community Day School,,N,,,N,1,12,24.0,19.0,0.7916666666666666,19.0,0.7916666666666666,24.0,19.0,0.7916666666666666,19.0,0.7916666666666666,Y
2014-2015,37,68338,3731189,San Diego,San Diego Unified,Preuss School UCSD,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,Y,0169,Directly funded,Y,6,12,846.0,646.0,0.7635933806146572,807.0,0.9539007092198581,844.0,644.0,0.7630331753554502,805.0,0.9537914691943128,Y
2014-2015,37,68338,3731213,San Diego,San Diego Unified,Clairemont High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1067.0,483.0,0.4526710402999063,609.0,0.5707591377694471,1033.0,469.0,0.45401742497579867,590.0,0.5711519845111326,Y
2014-2015,37,68338,3731247,San Diego,San Diego Unified,High Tech High,Unified School District,High Schools (Public),Traditional,,Y,0269,Directly funded,Y,9,12,589.0,108.0,0.1833616298811545,181.0,0.3073005093378608,576.0,105.0,0.18229166666666666,176.0,0.3055555555555556,Y
2014-2015,37,68338,3731395,San Diego,San Diego Unified,Audeo Charter,Unified School District,High Schools (Public),Traditional,,Y,0406,Directly funded,Y,6,12,759.0,397.0,0.5230566534914362,506.0,0.6666666666666666,575.0,301.0,0.5234782608695652,380.0,0.6608695652173913,Y
2014-2015,37,68338,3731551,San Diego,San Diego Unified,"Creative, Performing, and Media Arts",Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,920.0,536.0,0.5826086956521739,697.0,0.7576086956521739,920.0,536.0,0.5826086956521739,697.0,0.7576086956521739,Y
2014-2015,37,68338,3732781,San Diego,San Diego Unified,Henry High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,2437.0,667.0,0.2736971686499795,950.0,0.38982355354944603,2397.0,656.0,0.2736754276178556,932.0,0.38881935753024616,Y
2014-2015,37,68338,3732997,San Diego,San Diego Unified,Hoover High,Unified School District,High Schools (Public),Traditional,Provision 2                                       ,N,,,N,9,12,2019.0,1671.0,0.8276374442793462,1905.0,0.9435364041604755,1937.0,1600.0,0.8260196179659267,1826.0,0.9426948890036139,Y
2014-2015,37,68338,3733508,San Diego,San Diego Unified,La Jolla High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1588.0,308.0,0.19395465994962216,408.0,0.25692695214105793,1552.0,301.0,0.19394329896907217,400.0,0.25773195876288657,Y
2014-2015,37,68338,3733698,San Diego,San Diego Unified,Madison High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1161.0,525.0,0.45219638242894056,739.0,0.6365202411714039,1126.0,505.0,0.44849023090586143,714.0,0.6341030195381883,Y
2014-2015,37,68338,3734431,San Diego,San Diego Unified,Mission Bay High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1101.0,596.0,0.5413260672116258,756.0,0.6866485013623979,1066.0,578.0,0.5422138836772983,737.0,0.6913696060037523,Y
2014-2015,37,68338,3734654,San Diego,San Diego Unified,Morse High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1808.0,1115.0,0.6167035398230089,1445.0,0.7992256637168141,1769.0,1085.0,0.6133408705483324,1414.0,0.7993216506500848,Y
2014-2015,37,68338,3735750,San Diego,San Diego Unified,Point Loma High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1880.0,548.0,0.29148936170212764,750.0,0.39893617021276595,1848.0,538.0,0.2911255411255411,738.0,0.39935064935064934,Y
2014-2015,37,68338,3737962,San Diego,San Diego Unified,Garfield High,Unified School District,Continuation High Schools,Continuation School,Provision 2                                       ,N,,,N,9,12,195.0,141.0,0.7230769230769231,162.0,0.8307692307692308,121.0,91.0,0.7520661157024794,103.0,0.8512396694214877,Y
2014-2015,37,68338,6039101,San Diego,San Diego Unified,Adams Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,329.0,248.0,0.7537993920972644,301.0,0.9148936170212766,316.0,239.0,0.7563291139240507,290.0,0.9177215189873418,Y
2014-2015,37,68338,6039119,San Diego,San Diego Unified,Alcott Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,189.0,75.0,0.3968253968253968,96.0,0.5079365079365079,187.0,75.0,0.40106951871657753,96.0,0.5133689839572193,Y
2014-2015,37,68338,6039135,San Diego,San Diego Unified,Angier Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,574.0,213.0,0.3710801393728223,374.0,0.6515679442508711,564.0,207.0,0.3670212765957447,368.0,0.6524822695035462,Y
2014-2015,37,68338,6039143,San Diego,San Diego Unified,Audubon K-8,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,8,459.0,340.0,0.7407407407407407,412.0,0.8976034858387799,453.0,334.0,0.7373068432671082,406.0,0.8962472406181016,Y
2014-2015,37,68338,6039150,San Diego,San Diego Unified,Baker Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,486.0,416.0,0.8559670781893004,455.0,0.9362139917695473,473.0,407.0,0.8604651162790697,446.0,0.9429175475687104,Y
2014-2015,37,68338,6039168,San Diego,San Diego Unified,Balboa Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,546.0,470.0,0.8608058608058609,509.0,0.9322344322344323,530.0,458.0,0.8641509433962264,496.0,0.9358490566037736,Y
2014-2015,37,68338,6039184,San Diego,San Diego Unified,Barnard Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,416.0,119.0,0.2860576923076923,177.0,0.4254807692307692,403.0,115.0,0.2853598014888337,171.0,0.42431761786600497,Y
2014-2015,37,68338,6039200,San Diego,San Diego Unified,Bay Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,433.0,81.0,0.18706697459584296,113.0,0.26096997690531176,418.0,81.0,0.1937799043062201,112.0,0.2679425837320574,Y
2014-2015,37,68338,6039242,San Diego,San Diego Unified,Bird Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,520.0,19.0,0.03653846153846154,30.0,0.057692307692307696,516.0,19.0,0.03682170542635659,30.0,0.05813953488372093,Y
2014-2015,37,68338,6039259,San Diego,San Diego Unified,Birney Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,565.0,243.0,0.4300884955752212,295.0,0.5221238938053098,552.0,238.0,0.4311594202898551,290.0,0.5253623188405797,Y
2014-2015,37,68338,6039267,San Diego,San Diego Unified,Boone Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,523.0,332.0,0.6347992351816444,432.0,0.8260038240917782,506.0,319.0,0.6304347826086957,416.0,0.8221343873517787,Y
2014-2015,37,68338,6039283,San Diego,San Diego Unified,Burbank Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,399.0,351.0,0.8796992481203008,388.0,0.9724310776942355,393.0,345.0,0.8778625954198473,382.0,0.9720101781170484,Y
2014-2015,37,68338,6039291,San Diego,San Diego Unified,Cabrillo Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,196.0,92.0,0.46938775510204084,121.0,0.6173469387755102,189.0,88.0,0.4656084656084656,117.0,0.6190476190476191,Y
2014-2015,37,68338,6039309,San Diego,San Diego Unified,Cadman Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,183.0,87.0,0.47540983606557374,111.0,0.6065573770491803,179.0,86.0,0.48044692737430167,110.0,0.6145251396648045,Y
2014-2015,37,68338,6039341,San Diego,San Diego Unified,Carson Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,474.0,408.0,0.8607594936708861,458.0,0.9662447257383966,468.0,403.0,0.8611111111111112,452.0,0.9658119658119658,Y
2014-2015,37,68338,6039358,San Diego,San Diego Unified,Carver Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,250.0,192.0,0.768,231.0,0.924,239.0,185.0,0.7740585774058577,223.0,0.9330543933054394,Y
2014-2015,37,68338,6039366,San Diego,San Diego Unified,Central Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,784.0,707.0,0.9017857142857143,773.0,0.985969387755102,768.0,694.0,0.9036458333333334,757.0,0.9856770833333334,Y
2014-2015,37,68338,6039374,San Diego,San Diego Unified,Chesterton Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,485.0,158.0,0.32577319587628867,284.0,0.5855670103092784,474.0,153.0,0.3227848101265823,278.0,0.5864978902953587,Y
2014-2015,37,68338,6039382,San Diego,San Diego Unified,Chollas/Mead Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,641.0,519.0,0.8096723868954758,613.0,0.9563182527301092,620.0,505.0,0.8145161290322581,595.0,0.9596774193548387,Y
2014-2015,37,68338,6039390,San Diego,San Diego Unified,Clay Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2                                       ,N,,,N,K,5,318.0,217.0,0.6823899371069182,271.0,0.8522012578616353,310.0,213.0,0.6870967741935484,265.0,0.8548387096774194,Y
2014-2015,37,68338,6039424,San Diego,San Diego Unified,Crown Point Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,398.0,176.0,0.44221105527638194,242.0,0.6080402010050251,393.0,174.0,0.44274809160305345,239.0,0.6081424936386769,Y
2014-2015,37,68338,6039432,San Diego,San Diego Unified,Cubberley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,165.0,59.0,0.3575757575757576,85.0,0.5151515151515151,161.0,57.0,0.35403726708074534,83.0,0.515527950310559,Y
2014-2015,37,68338,6039440,San Diego,San Diego Unified,Curie Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,571.0,46.0,0.08056042031523643,68.0,0.1190893169877408,558.0,46.0,0.08243727598566308,68.0,0.12186379928315412,Y
