cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
19648401936467,S,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,467,442,404,405,413,74,16.74
19648401936475,S,El Camino High (Continuation),Norwalk-La Mirada Unified,Los Angeles,226,69,324,314,321,0,0.00
19648570000000,D,,Palmdale Elementary,Los Angeles,648,16,406,376,400,1,6.25
19648570112714,S,Antelope Valley Learning Academy,Palmdale Elementary,Los Angeles,629,3,,,,,
19648570125377,S,Palmdale Aerospace Academy,Palmdale Elementary,Los Angeles,0,1,,,,,
19648576119580,S,Guidance Charter,Palmdale Elementary,Los Angeles,19,12,403,370,407,1,8.33
19648650000000,D,,Palos Verdes Peninsula Unified,Los Angeles,1080,738,584,617,592,611,82.79
19648651933308,S,Rancho del Mar High (Continuation),Palos Verdes Peninsula Unified,Los Angeles,50,2,,,,,
19648651995588,S,Palos Verdes Peninsula High,Palos Verdes Peninsula Unified,Los Angeles,650,485,594,635,607,411,84.74
19648651996552,S,Palos Verdes High,Palos Verdes Peninsula Unified,Los Angeles,375,251,565,583,564,198,78.88
19648730000000,D,,Paramount Unified,Los Angeles,1319,459,424,434,414,68,14.81
19648730120378,S,Paramount Alternative Education Center,Paramount Unified,Los Angeles,49,0,NA,NA,NA,NA,NA
19648731936749,S,Paramount High,Paramount Unified,Los Angeles,1118,459,424,434,414,68,14.81
19648810000000,D,,Pasadena Unified,Los Angeles,1558,657,476,469,463,233,35.46
19648810113464,S,Aveson Global Leadership Academy,Pasadena Unified,Los Angeles,27,9,,,,,
19648810117440,S,CIS Academy,Pasadena Unified,Los Angeles,124,4,,,,,
19648810118075,S,Learning Works,Pasadena Unified,Los Angeles,228,3,,,,,
19648811931062,S,Blair High,Pasadena Unified,Los Angeles,142,63,489,495,475,27,42.86
19648811931674,S,Marshall Fundamental,Pasadena Unified,Los Angeles,237,168,496,477,474,70,41.67
19648811936103,S,John Muir High,Pasadena Unified,Los Angeles,202,113,417,407,410,15,13.27
19648811936806,S,Rose City High (Continuation),Pasadena Unified,Los Angeles,129,9,,,,,
19648811936822,S,Pasadena High,Pasadena Unified,Los Angeles,461,288,486,484,477,114,39.58
19649070000000,D,,Pomona Unified,Los Angeles,1997,897,447,451,442,241,26.87
19649070115170,S,School of Extended Educational Options,Pomona Unified,Los Angeles,151,2,,,,,
19649071933175,S,Ganesha High,Pomona Unified,Los Angeles,269,114,417,429,418,15,13.16
19649071933324,S,Garey High,Pomona Unified,Los Angeles,403,133,433,433,439,25,18.80
19649071937028,S,Pomona High,Pomona Unified,Los Angeles,335,196,409,410,412,28,14.29
19649071995901,S,Diamond Ranch High,Pomona Unified,Los Angeles,474,339,489,497,472,147,43.36
19649071996495,S,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,98,64,433,426,442,15,23.44
19649076061634,S,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,72,27,451,433,433,6,22.22
19649076061642,S,Palomares Academy of Health Science,Pomona Unified,Los Angeles,29,22,424,441,388,4,18.18
19649640000000,D,,San Marino Unified,Los Angeles,268,212,601,657,613,193,91.04
19649641937754,S,San Marino High,San Marino Unified,Los Angeles,265,212,601,657,613,193,91.04
19649800000000,D,,Santa Monica-Malibu Unified,Los Angeles,931,492,537,545,530,306,62.20
19649801938000,S,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,730,387,531,541,524,229,59.17
19649801995737,S,Malibu High,Santa Monica-Malibu Unified,Los Angeles,149,105,557,560,553,77,73.33
19650290000000,D,,South Pasadena Unified,Los Angeles,384,290,565,608,563,227,78.28
19650291938455,S,South Pasadena Senior High,South Pasadena Unified,Los Angeles,380,290,565,608,563,227,78.28
19650520000000,D,,Temple City Unified,Los Angeles,557,362,545,600,556,267,73.76
19650521938679,S,Temple City High,Temple City Unified,Los Angeles,532,362,545,600,556,267,73.76
19650600000000,D,,Torrance Unified,Los Angeles,2192,1200,517,557,523,742,61.83
19650601936277,S,North High,Torrance Unified,Los Angeles,494,243,490,525,490,126,51.85
19650601938356,S,South High,Torrance Unified,Los Angeles,509,354,540,577,548,248,70.06
19650601938752,S,Torrance High,Torrance Unified,Los Angeles,499,274,495,521,500,136,49.64
19650601939602,S,West High,Torrance Unified,Los Angeles,530,329,532,588,539,232,70.52
19650940000000,D,,West Covina Unified,Los Angeles,1230,454,488,507,478,204,44.93
19650940112706,S,California Virtual Academy @ Los Angeles,West Covina Unified,Los Angeles,284,35,549,502,521,23,65.71
19650940122432,S,Edgewood High,West Covina Unified,Los Angeles,186,104,503,522,493,57,54.81
19650940125393,S,Insight @ Los Angeles,West Covina Unified,Los Angeles,25,19,453,437,425,4,21.05
19650941939537,S,West Covina High,West Covina Unified,Los Angeles,582,296,477,506,471,120,40.54
19651280000000,D,,Whittier Union High,Los Angeles,3408,1500,451,460,446,399,26.60
19651281931302,S,California High,Whittier Union High,Los Angeles,748,338,450,456,439,85,25.15
19651281934868,S,La Serna High,Whittier Union High,Los Angeles,666,410,486,488,470,158,38.54
19651281936889,S,Pioneer High,Whittier Union High,Los Angeles,334,176,410,451,422,26,14.77
19651281937903,S,Santa Fe High,Whittier Union High,Los Angeles,604,351,434,442,438,74,21.08
19651281939701,S,Whittier High,Whittier Union High,Los Angeles,506,224,450,452,442,55,24.55
19651281995653,S,Sierra Vista High (Alternative),Whittier Union High,Los Angeles,232,1,,,,,
19651360000000,D,,William S. Hart Union High,Los Angeles,5302,2127,524,535,519,1251,58.82
19651360102459,S,Golden Valley High,William S. Hart Union High,Los Angeles,513,245,504,510,500,117,47.76
19651360102475,S,West Ranch High,William S. Hart Union High,Los Angeles,556,395,530,554,539,268,67.85
19651360114439,S,Mission View Public,William S. Hart Union High,Los Angeles,779,10,,,,,
19651360117234,S,Santa Clarita Valley International,William S. Hart Union High,Los Angeles,40,18,464,423,443,4,22.22
19651360121731,S,"Albert Einstein Academy for Letters, Arts and Scie",William S. Hart Union High,Los Angeles,68,0,NA,NA,NA,NA,NA
19651361931492,S,Canyon High,William S. Hart Union High,Los Angeles,532,291,497,509,492,147,50.52
19651361931740,S,Saugus High,William S. Hart Union High,Los Angeles,582,280,535,541,518,174,62.14
19651361932532,S,Learning Post High (Alternative),William S. Hart Union High,Los Angeles,57,7,,,,,
19651361933902,S,William S. Hart High,William S. Hart Union High,Los Angeles,490,287,523,534,510,161,56.10
19651361934421,S,Bowman (Jereann) High (Continuation),William S. Hart Union High,Los Angeles,361,1,,,,,
19651361995802,S,Valencia High,William S. Hart Union High,Los Angeles,806,493,529,544,528,298,60.45
19651361996263,S,Opportunities for Learning - Santa Clarita,William S. Hart Union High,Los Angeles,401,18,492,439,489,8,44.44
19651361996321,S,Academy of the Canyons,William S. Hart Union High,Los Angeles,95,82,610,591,596,67,81.71
19734370000000,D,,Compton Unified,Los Angeles,1359,386,396,386,396,31,8.03
19734371931567,S,Centennial High,Compton Unified,Los Angeles,200,83,366,362,372,2,2.41
19734371931963,S,Compton High,Compton Unified,Los Angeles,409,146,394,378,394,11,7.53
19734371932326,S,Dominguez High,Compton Unified,Los Angeles,453,153,413,406,410,17,11.11
19734371996057,S,Thurgood Marshall,Compton Unified,Los Angeles,14,4,,,,,
19734450000000,D,,Hacienda la Puente Unified,Los Angeles,1741,758,473,497,473,290,38.26
19734451933316,S,Puente Hills High,Hacienda la Puente Unified,Los Angeles,97,0,NA,NA,NA,NA,NA
19734451934801,S,La Puente High,Hacienda la Puente Unified,Los Angeles,370,139,424,429,423,24,17.27
19734451935246,S,Los Altos High,Hacienda la Puente Unified,Los Angeles,491,276,471,475,464,92,33.33
19734451939834,S,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,417,253,520,575,531,161,63.64
19734451939925,S,William Workman High,Hacienda la Puente Unified,Los Angeles,268,90,420,451,415,13,14.44
19734520000000,D,,Rowland Unified,Los Angeles,1255,495,501,551,503,267,53.94
19734520120600,S,iQ Academy California-Los Angeles,Rowland Unified,Los Angeles,47,2,,,,,
19734521936228,S,Nogales High,Rowland Unified,Los Angeles,428,176,442,470,436,46,26.14
19734521937564,S,John A. Rowland High,Rowland Unified,Los Angeles,620,317,535,597,541,221,69.72
19734600000000,D,,Walnut Valley Unified,Los Angeles,1484,1178,558,607,564,882,74.87
19734601932862,S,Diamond Bar High,Walnut Valley Unified,Los Angeles,726,595,558,615,568,453,76.13
19734601939149,S,Walnut High,Walnut Valley Unified,Los Angeles,742,583,558,598,559,429,73.58
19752910000000,D,,San Gabriel Unified,Los Angeles,751,309,517,544,512,181,58.58
19752911995810,S,Gabrielino High,San Gabriel Unified,Los Angeles,451,282,522,557,518,176,62.41
19752911996016,S,Options for Youth San Gabriel,San Gabriel Unified,Los Angeles,262,26,474,413,455,5,19.23
19752911996081,S,Del Mar High,San Gabriel Unified,Los Angeles,38,1,,,,,
19753090000000,D,,Acton-Agua Dulce Unified,Los Angeles,652,40,514,478,496,20,50.00
19753090127100,S,Assurance Learning Academy,Acton-Agua Dulce Unified,Los Angeles,385,2,,,,,
19753090129742,S,Hope Charter Academy,Acton-Agua Dulce Unified,Los Angeles,18,0,NA,NA,NA,NA,NA
19753090130781,S,Academy of Arts and Sciences: Los Angeles (9-12),Acton-Agua Dulce Unified,Los Angeles,89,0,NA,NA,NA,NA,NA
19753090131383,S,SIATech Academy South,Acton-Agua Dulce Unified,Los Angeles,61,0,NA,NA,NA,NA,NA
19753091995786,S,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,96,38,517,486,500,20,52.63
19753330000000,D,,Manhattan Beach Unified,Los Angeles,631,415,571,584,577,338,81.45
19753331935808,S,Mira Costa High,Manhattan Beach Unified,Los Angeles,620,415,571,584,577,338,81.45
19753410000000,D,,Redondo Beach Unified,Los Angeles,716,392,526,540,519,238,60.71
19753411937143,S,Redondo Union High,Redondo Beach Unified,Los Angeles,646,391,526,540,520,238,60.87
19753411995752,S,Redondo Shores High (Continuation),Redondo Beach Unified,Los Angeles,55,1,,,,,
19756970000000,D,,SBE - The School of Arts and Enterprise,Los Angeles,97,40,453,427,473,10,25.00
19756971996693,S,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,97,40,453,427,473,10,25.00
19757130000000,D,,Alhambra Unified,Los Angeles,2036,1166,494,554,492,626,53.69
19757131930122,S,Century High,Alhambra Unified,Los Angeles,126,2,,,,,
19757131930163,S,Alhambra High,Alhambra Unified,Los Angeles,640,388,480,524,470,178,45.88
19757131934553,S,Mark Keppel High,Alhambra Unified,Los Angeles,628,436,521,595,526,289,66.28
19757131937697,S,San Gabriel High,Alhambra Unified,Los Angeles,561,339,475,535,473,159,46.90
19757131995430,S,Independence High (Alternative),Alhambra Unified,Los Angeles,53,1,,,,,
19764970000000,D,,SBE - Lifeline Education Charter,Los Angeles,55,33,346,306,359,0,0.00
19764970115725,S,Lifeline Education Charter,SBE - Lifeline Education Charter,Los Angeles,55,33,346,306,359,0,0.00
19768690000000,D,,Wiseburn Unified,Los Angeles,247,201,466,460,463,59,29.35
19768690119016,S,Da Vinci Science,Wiseburn Unified,Los Angeles,132,104,472,478,467,31,29.81
19768690119636,S,Da Vinci Design,Wiseburn Unified,Los Angeles,115,97,459,442,459,28,28.87
19768850000000,D,,SBE - Anahuacalmecac International Preparatory Hig,Los Angeles,30,0,NA,NA,NA,NA,NA
19768850130799,S,Anahuacalmecac International University Preparator,SBE - Anahuacalmecac International Preparatory Hig,Los Angeles,30,0,NA,NA,NA,NA,NA
20000000000000,C,,,Madera,2351,782,453,449,446,205,26.21
20102070000000,D,,Madera County Office of Education,Madera,346,0,NA,NA,NA,NA,NA
20102070117184,S,Madera County Independent Academy,Madera County Office of Education,Madera,158,0,NA,NA,NA,NA,NA
20102072030229,S,Pioneer Technical Center,Madera County Office of Education,Madera,84,0,NA,NA,NA,NA,NA
20652010000000,D,,Chowchilla Union High,Madera,245,87,443,440,439,16,18.39
20652012032357,S,Chowchilla Union High,Chowchilla Union High,Madera,234,87,443,440,439,16,18.39
20652430000000,D,,Madera Unified,Madera,1266,480,432,434,433,93,19.38
20652430110965,S,Madera South High,Madera Unified,Madera,597,264,414,417,414,27,10.23
20652430118950,S,Sherman Thomas Charter High,Madera Unified,Madera,7,2,,,,,
20652432035640,S,Furman (Duane E.) High (Independent Study Program),Madera Unified,Madera,65,0,NA,NA,NA,NA,NA
20652432035707,S,Madera High,Madera Unified,Madera,485,214,453,455,455,64,29.91
20755800000000,D,,Golden Valley Unified,Madera,151,82,494,467,472,30,36.59
20755802030203,S,Liberty High,Golden Valley Unified,Madera,135,82,494,467,472,30,36.59
20756060000000,D,,Chawanakee Unified,Madera,140,63,505,461,468,23,36.51
20756060117010,S,Minarets High,Chawanakee Unified,Madera,57,36,516,469,472,15,41.67
20756060125021,S,Minarets Charter High,Chawanakee Unified,Madera,66,26,492,453,463,8,30.77
20756066114862,S,Chawanakee Academy,Chawanakee Unified,Madera,16,1,,,,,
20764140000000,D,,Yosemite Unified,Madera,203,70,516,524,498,43,61.43
20764142030013,S,Yosemite High,Yosemite Unified,Madera,157,64,516,524,500,39,60.94
20764142030104,S,Evergreen High,Yosemite Unified,Madera,17,0,NA,NA,NA,NA,NA
20764142030237,S,Glacier High School Charter,Yosemite Unified,Madera,23,6,,,,,
21000000000000,C,,,Marin,2165,1233,549,551,548,865,70.15
21102150000000,D,,Marin County Office of Education,Marin,30,0,NA,NA,NA,NA,NA
21654170000000,D,,Novato Unified,Marin,615,318,533,533,531,202,63.52
21654172130045,S,Nova Education Center,Novato Unified,Marin,32,4,,,,,
21654172132264,S,Marin Oaks High,Novato Unified,Marin,31,1,,,,,
21654172132272,S,Novato High,Novato Unified,Marin,319,207,534,533,533,133,64.25
21654172133056,S,San Marin High,Novato Unified,Marin,224,106,528,532,526,65,61.32
21654660000000,D,,San Rafael City High,Marin,528,283,509,518,517,154,54.42
21654662133262,S,San Rafael High,San Rafael City High,Marin,240,135,494,518,503,69,51.11
21654662134005,S,Terra Linda High,San Rafael City High,Marin,260,148,522,518,529,85,57.43
21654820000000,D,,Tamalpais Union High,Marin,938,609,579,578,574,500,82.10
21654822130078,S,Tamiscal High (Alternative),Tamalpais Union High,Marin,43,27,574,554,559,23,85.19
21654822131340,S,Sir Francis Drake High,Tamalpais Union High,Marin,208,134,576,569,566,105,78.36
21654822132587,S,Redwood High,Tamalpais Union High,Marin,354,241,583,593,579,206,85.48
21654822133692,S,Tamalpais High,Tamalpais Union High,Marin,290,205,578,571,576,165,80.49
21654822134419,S,San Andreas High (Continuation),Tamalpais Union High,Marin,39,2,,,,,
21733610000000,D,,Shoreline Unified,Marin,54,23,471,491,468,9,39.13
21733612134310,S,Tomales High,Shoreline Unified,Marin,54,23,471,491,468,9,39.13
22000000000000,C,,,Mariposa,142,39,534,550,513,28,71.79
22655320000000,D,,Mariposa County Unified,Mariposa,133,39,534,550,513,28,71.79
22655322230068,S,Sierra Home,Mariposa County Unified,Mariposa,11,0,NA,NA,NA,NA,NA
22655322235356,S,Mariposa County High,Mariposa County Unified,Mariposa,121,39,534,550,513,28,71.79
23000000000000,C,,,Mendocino,1050,279,516,507,501,144,51.61
23102310000000,D,,Mendocino County Office of Education,Mendocino,19,0,NA,NA,NA,NA,NA
23655400000000,D,,Anderson Valley Unified,Mendocino,52,18,463,526,484,7,38.89
23655402330900,S,Anderson Valley Junior-Senior High,Anderson Valley Unified,Mendocino,44,18,463,526,484,7,38.89
23655650000000,D,,Fort Bragg Unified,Mendocino,126,51,510,485,495,24,47.06
23655652331361,S,Fort Bragg High,Fort Bragg Unified,Mendocino,110,51,510,485,495,24,47.06
23655810000000,D,,Mendocino Unified,Mendocino,43,18,582,522,527,15,83.33
23655812333185,S,Mendocino High,Mendocino Unified,Mendocino,38,18,582,522,527,15,83.33
23655990000000,D,,Point Arena Joint Union High,Mendocino,41,12,472,448,440,3,25.00
23655992333649,S,Point Arena High,Point Arena Joint Union High,Mendocino,29,12,472,448,440,3,25.00
23656070000000,D,,Round Valley Unified,Mendocino,30,3,,,,,
23656072334563,S,Round Valley High,Round Valley Unified,Mendocino,21,3,,,,,
23656150000000,D,,Ukiah Unified,Mendocino,523,119,524,535,517,71,59.66
23656150128280,S,Ukiah Independent Study Academy,Ukiah Unified,Mendocino,30,0,NA,NA,NA,NA,NA
23656152330413,S,Redwood Academy of Ukiah,Ukiah Unified,Mendocino,18,13,566,552,540,11,84.62
23656152330454,S,Accelerated Achievement Academy,Ukiah Unified,Mendocino,15,0,NA,NA,NA,NA,NA
23656152335024,S,Ukiah High,Ukiah Unified,Mendocino,333,106,519,533,515,60,56.60
23656230000000,D,,Willits Unified,Mendocino,163,36,523,486,488,16,44.44
23656232330314,S,New Horizons,Willits Unified,Mendocino,16,2,,,,,
23656232330363,S,Willits Charter,Willits Unified,Mendocino,16,3,,,,,
23656232335487,S,Willits High,Willits Unified,Mendocino,107,31,503,475,473,12,38.71
23738660000000,D,,Potter Valley Community Unified,Mendocino,20,11,491,439,456,3,27.27
23738662330041,S,Potter Valley High,Potter Valley Community Unified,Mendocino,19,11,491,439,456,3,27.27
23739160000000,D,,Laytonville Unified,Mendocino,25,10,,,,,
23739162332260,S,Laytonville High,Laytonville Unified,Mendocino,24,10,,,,,
23752180000000,D,,Leggett Valley Unified,Mendocino,5,1,,,,,
23752182332724,S,Leggett Valley High,Leggett Valley Unified,Mendocino,2,1,,,,,
24000000000000,C,,,Merced,4394,1494,448,451,442,367,24.56
24102490000000,D,,Merced County Office of Education,Merced,343,3,,,,,
24102490106518,S,Merced Scholars Charter,Merced County Office of Education,Merced,14,3,,,,,
24656980000000,D,,Hilmar Unified,Merced,177,57,462,453,447,17,29.82
24656982432409,S,Hilmar High,Hilmar Unified,Merced,150,57,462,453,447,17,29.82
24657300000000,D,,Le Grand Union High,Merced,126,59,415,413,425,5,8.47
24657302433001,S,Le Grand High,Le Grand Union High,Merced,98,59,415,413,425,5,8.47
24657550000000,D,,Los Banos Unified,Merced,766,260,450,456,448,68,26.15
24657550119073,S,Crossroads Alternative Education Center,Los Banos Unified,Merced,36,0,NA,NA,NA,NA,NA
24657550120923,S,Pacheco High,Los Banos Unified,Merced,363,157,445,451,441,39,24.84
24657552434207,S,Los Banos High,Los Banos Unified,Merced,271,103,457,465,458,29,28.16
24657890000000,D,,Merced Union High,Merced,2488,912,454,458,444,243,26.64
24657892430049,S,Independence High (Alternative),Merced Union High,Merced,17,0,NA,NA,NA,NA,NA
